Time - milli sec,Voltage,Current,Remained Battery - Arbitrary,Consumed Current,Lidar Distance - in mm,Throttle,PWM Value
1419,0,0,0,0,0,0,0
1438,13.56,0.47,100,0,476,328,335
1524,13.56,0.35,100,0,488,328,335
1619,13.58,0.12,100,0,491,328,335
1713,13.34,0.94,100,0,488,328,335
1808,13.47,1.18,100,0,492,328,335
1903,13.58,0.12,100,0,490,328,335
1998,13.56,0.24,100,0,490,328,335
2093,13.58,0.12,100,0,489,1101,1127
2188,13.56,0.24,100,0,491,1101,1127
2283,13.56,0.59,100,0.01,488,1101,1127
2378,13.56,0.59,100,0.01,489,1101,1127
2473,13.54,0.47,100,0.01,490,1101,1127
2567,13.54,0.71,100,0.01,489,1101,1127
2662,13.54,0.35,100,0.01,488,1101,1127
2757,13.52,0.59,100,0.01,486,1101,1127
2852,13.52,0.59,100,0.01,487,1101,1127
2947,13.54,0.24,100,0.01,489,1101,1127
3042,13.54,0.71,100,0.01,488,1101,1127
3137,13.54,0.59,100,0.01,489,1101,1127
3232,13.58,0.24,100,0.01,489,1101,1127
3327,13.56,0.71,100,0.01,488,1101,1127
3421,13.56,0.12,100,0.01,488,1101,1127
3516,13.58,0.24,100,0.01,491,1101,1127
3611,13.54,0.47,100,0.01,488,1101,1127
3706,13.56,0.47,100,0.01,489,1101,1127
3801,13.54,0.59,100,0.01,487,1101,1127
3896,13.52,0.59,100,0.01,486,1101,1127
3991,13.54,0.59,100,0.01,487,1101,1127
4086,13.56,0.24,100,0.02,488,1101,1127
4181,13.56,0.59,100,0.02,489,1101,1127
4276,13.58,0.12,100,0.02,488,1101,1127
4371,13.54,0.59,100,0.02,489,1101,1127
4466,13.56,0.59,100,0.02,489,1101,1127
4560,13.58,0.24,100,0.02,490,1101,1127
4655,13.58,0.24,100,0.02,490,1101,1127
4750,13.56,0.47,100,0.02,488,1133,1159
4845,13.54,0.71,100,0.02,490,1140,1167
4940,13.58,0.12,100,0.02,489,1142,1169
5035,13.56,0.47,100,0.02,487,1158,1185
5130,13.58,0.24,100,0.02,488,1172,1199
5225,13.63,1.06,100,0.02,491,1184,1212
5320,13.49,2,100,0.02,491,1180,1208
5415,13.47,2.7,100,0.03,492,1179,1207
5510,13.51,2.35,100,0.03,489,1180,1208
5605,13.47,2.59,100,0.03,490,1182,1210
5700,13.51,2,100,0.03,488,1184,1212
5795,13.4,2.23,100,0.04,488,1199,1227
5889,13.56,2.47,100,0.04,489,1205,1233
5984,13.4,3.88,100,0.04,489,1209,1237
6079,13.42,3.29,100,0.05,491,1212,1240
6174,13.28,3.29,100,0.05,487,1216,1244
6269,13.47,3.29,100,0.05,491,1224,1253
6364,13.39,4.23,100,0.06,488,1229,1258
6459,13.42,3.88,100,0.06,492,1239,1268
6554,13.44,5.17,99.99,0.07,490,1241,1270
6649,13.46,4.58,99.99,0.07,491,1241,1270
6744,13.51,4.82,99.99,0.08,488,1252,1281
6839,13.34,5.29,99.99,0.09,489,1255,1284
6934,13.01,6.93,99.99,0.09,489,1259,1288
7029,12.92,6.35,99.99,0.1,489,1263,1292
7123,13.23,5.88,99.99,0.11,490,1263,1292
7218,13.34,6.7,99.99,0.11,493,1269,1299
7313,13.46,5.41,99.99,0.12,488,1269,1299
7408,13.34,6.11,99.99,0.13,491,1280,1310
7503,13.1,6.46,99.99,0.13,487,1286,1316
7598,13.08,7.52,99.99,0.14,491,1290,1320
7693,13.3,8.11,99.99,0.15,490,1298,1328
7788,13.06,7.52,99.99,0.16,491,1301,1331
7883,13.15,7.64,99.99,0.17,493,1304,1334
7978,13.2,8.34,99.99,0.18,491,1305,1335
8073,13.4,6.82,99.99,0.19,487,1305,1335
8168,13.15,8.11,99.99,0.19,493,1309,1340
8262,13.42,9.75,99.98,0.21,492,1316,1347
8357,13.01,8.58,99.98,0.21,489,1317,1348
8452,12.65,10.22,99.98,0.23,492,1318,1349
8547,12.94,9.52,99.98,0.24,492,1324,1355
8642,12.99,12.93,99.98,0.25,491,1324,1355
8737,13.16,9.17,99.98,0.26,492,1324,1355
8832,13.4,10.69,99.98,0.27,491,1325,1356
8927,13.27,10.93,99.98,0.29,492,1329,1360
9022,13.49,9.05,99.98,0.3,489,1331,1362
9117,13.04,9.64,99.98,0.31,490,1331,1362
9212,12.99,11.16,99.98,0.32,493,1334,1365
9307,13.25,10.46,99.97,0.33,491,1335,1366
9402,13.35,9.52,99.97,0.34,490,1336,1367
9497,12.87,10.93,99.97,0.35,492,1339,1370
9591,13.42,10.69,99.97,0.36,491,1339,1370
9686,12.92,12.34,99.97,0.38,494,1343,1374
9781,13.03,12.34,99.97,0.39,494,1345,1376
9876,12.74,11.63,99.97,0.41,494,1345,1376
9971,13.35,11.52,99.97,0.42,493,1345,1376
10066,12.82,11.75,99.97,0.43,494,1347,1378
10161,12.8,14.34,99.97,0.45,502,1349,1381
10256,12.31,13.51,99.96,0.46,514,1351,1383
10351,12.84,13.4,99.96,0.48,526,1351,1383
10446,13.18,13.4,99.96,0.49,544,1326,1357
10541,13.11,10.22,99.96,0.5,568,1327,1358
10636,13.47,10.34,99.96,0.51,581,1335,1366
10731,13.37,10.93,99.96,0.53,591,1335,1366
10826,13.23,10.46,99.96,0.54,597,1340,1371
10921,12.48,13.75,99.96,0.55,598,1341,1372
11016,12.99,12.1,99.96,0.57,600,1343,1374
11110,12.99,12.81,99.96,0.58,601,1345,1376
11205,13.44,9.75,99.95,0.59,606,1345,1376
11300,13.46,11.63,99.95,0.6,615,1336,1367
11395,13.06,11.52,99.95,0.62,619,1324,1355
11490,12.98,10.11,99.95,0.63,622,1316,1347
11585,13.51,7.52,99.95,0.64,620,1320,1351
11680,13.13,11.52,99.95,0.65,615,1320,1351
11775,13.35,9.17,99.95,0.66,604,1327,1358
11870,12.99,10.81,99.95,0.67,589,1347,1378
11965,12.96,14.1,99.95,0.69,576,1348,1380
12060,12.7,14.22,99.95,0.7,571,1349,1381
12155,12.79,11.75,99.94,0.72,575,1349,1381
12250,13.08,13.16,99.94,0.73,581,1343,1374
12345,13.1,9.75,99.94,0.74,595,1302,1332
12439,12.87,7.87,99.94,0.75,607,1300,1330
12534,13.37,7.76,99.94,0.76,607,1302,1332
12629,12.89,8.7,99.94,0.77,594,1302,1332
12724,13.13,8.23,99.94,0.78,570,1316,1347
12819,13.32,7.76,99.94,0.79,540,1334,1365
12914,13.01,11.16,99.94,0.8,506,1340,1371
13009,12.75,11.16,99.94,0.81,495,1343,1374
13104,12.58,14.45,99.94,0.83,503,1343,1374
13199,13.06,11.63,99.94,0.84,514,1343,1374
13294,13.1,11.4,99.93,0.85,533,1328,1359
13388,13.1,10.11,99.93,0.86,545,1323,1354
13483,13.1,10.11,99.93,0.88,556,1323,1354
13578,13.11,10.46,99.93,0.89,561,1335,1366
13673,12.74,11.28,99.93,0.9,564,1331,1362
13768,13.37,10.11,99.93,0.91,561,1331,1362
13863,13.06,9.28,99.93,0.92,560,1335,1366
13958,13.2,11.4,99.93,0.93,556,1336,1367
14053,13.18,11.52,99.93,0.95,557,1333,1364
14148,12.84,11.05,99.93,0.96,557,1335,1366
14243,13.3,10.46,99.93,0.97,556,1336,1367
14338,12.7,11.4,99.92,0.98,557,1335,1366
14433,13.42,11.28,99.92,1,553,1336,1367
14528,12.91,12.57,99.92,1.01,557,1338,1369
14623,12.74,11.75,99.92,1.02,559,1339,1370
14717,13.42,9.52,99.92,1.03,561,1340,1371
14812,12.91,11.52,99.92,1.05,559,1341,1372
14907,13.1,10.81,99.92,1.06,562,1329,1360
15002,13.46,8.11,99.92,1.07,566,1309,1340
15097,13.22,9.28,99.92,1.08,561,1333,1364
15192,12.92,12.46,99.92,1.09,555,1343,1374
15287,12.6,13.04,99.91,1.11,547,1343,1374
15382,12.74,12.46,99.91,1.12,540,1343,1374
15477,12.98,11.63,99.91,1.13,541,1347,1378
15572,13.28,10.58,99.91,1.14,541,1333,1364
15667,13.06,10.46,99.91,1.16,550,1316,1347
15762,13.39,10.22,99.91,1.17,559,1305,1335
15857,12.99,10.22,99.91,1.18,556,1329,1360
15951,13.44,10.34,99.91,1.19,550,1339,1370
16046,13.37,11.16,99.91,1.2,536,1344,1375
16141,12.99,12.93,99.91,1.22,532,1347,1378
16236,12.84,12.69,99.91,1.23,529,1351,1383
16331,12.62,13.28,99.9,1.25,537,1351,1383
16426,12.92,12.1,99.9,1.26,546,1351,1383
16521,13.03,12.69,99.9,1.27,564,1327,1358
16616,13.15,11.52,99.9,1.29,581,1308,1339
16711,13.11,7.99,99.9,1.3,594,1301,1331
16806,13.34,7.52,99.9,1.3,596,1296,1326
16901,13.28,8.23,99.9,1.31,581,1298,1328
16996,12.84,8.7,99.9,1.32,554,1331,1362
17091,13.32,11.52,99.9,1.34,519,1352,1384
17185,12.68,14.1,99.9,1.35,492,1363,1395
17281,12.72,13.28,99.89,1.37,504,1374,1406
17375,12.34,15.98,99.89,1.38,524,1374,1406
17470,13.03,13.87,99.89,1.4,559,1369,1401
17565,12.84,13.51,99.89,1.41,608,1324,1355
17660,13.15,9.75,99.89,1.42,622,1292,1322
17755,13.1,6.46,99.89,1.43,609,1320,1351
17850,13.1,9.99,99.89,1.44,586,1335,1366
17945,12.91,10.11,99.89,1.45,562,1345,1376
18040,12.41,12.1,99.89,1.47,544,1347,1378
18135,12.8,13.04,99.89,1.48,530,1351,1383
18230,12.96,14.81,99.88,1.5,526,1352,1384
18325,13.39,9.52,99.88,1.51,529,1352,1384
18420,13.18,11.63,99.88,1.52,540,1345,1376
18515,13.27,9.99,99.88,1.53,557,1345,1376
18609,13.03,12.22,99.88,1.55,576,1345,1376
18705,13.35,10.22,99.88,1.56,592,1323,1354
18800,12.82,10.46,99.88,1.57,611,1329,1360
18895,13.06,11.28,99.88,1.58,623,1336,1367
18989,13.28,13.04,99.88,1.6,624,1343,1374
19084,13.06,11.75,99.88,1.61,621,1343,1374
19179,12.94,13.28,99.88,1.62,621,1343,1374
19274,12.89,10.93,99.87,1.64,621,1343,1374
19369,13.08,10.46,99.87,1.65,626,1327,1358
19464,13.51,8.46,99.87,1.66,625,1324,1355
19559,13.28,9.99,99.87,1.67,622,1325,1356
19654,13.04,10.46,99.87,1.68,612,1325,1356
19749,12.79,10.93,99.87,1.69,605,1331,1362
19844,13.06,9.52,99.87,1.7,596,1336,1367
19939,12.96,11.99,99.87,1.72,587,1340,1371
20034,13.13,11.16,99.87,1.73,578,1340,1371
20129,13.15,11.52,99.87,1.74,580,1322,1353
20223,13.25,8.93,99.87,1.75,583,1328,1359
20318,13.44,9.87,99.86,1.76,580,1335,1366
20413,12.82,12.1,99.86,1.78,579,1328,1359
20508,12.7,10.34,99.86,1.79,579,1339,1370
20603,13.47,10.81,99.86,1.8,578,1341,1372
20698,13.2,12.46,99.86,1.81,583,1331,1362
20793,13.03,10.22,99.86,1.82,583,1317,1348
20888,13.22,9.4,99.86,1.84,586,1323,1354
20983,12.75,11.4,99.86,1.85,582,1323,1354
21078,12.58,12.57,99.86,1.86,573,1323,1354
21173,13.08,9.64,99.86,1.87,568,1345,1376
21267,13.13,13.75,99.85,1.89,560,1352,1384
21362,13.06,13.04,99.85,1.9,559,1355,1387
21457,12.55,15.51,99.85,1.92,567,1337,1368
21552,13.1,9.87,99.85,1.93,582,1326,1357
21648,12.91,12.22,99.85,1.94,599,1313,1344
21742,12.89,9.99,99.85,1.96,610,1309,1340
21837,13.28,7.76,99.85,1.96,613,1329,1360
21932,12.98,11.28,99.85,1.98,601,1341,1372
22027,13.11,11.63,99.85,1.99,587,1351,1383
22122,12.94,11.28,99.85,2,581,1355,1387
22217,12.63,13.4,99.84,2.02,582,1359,1391
22312,12.82,12.69,99.84,2.03,593,1335,1366
22407,13.11,9.28,99.84,2.04,609,1325,1356
22502,13.11,9.52,99.84,2.05,626,1320,1351
22597,12.94,10.46,99.84,2.06,621,1304,1334
22692,13.04,8.23,99.84,2.07,607,1302,1332
22787,13.08,8.7,99.84,2.08,591,1304,1334
22881,13.39,9.28,99.84,2.09,560,1316,1347
22976,12.8,11.52,99.84,2.11,524,1327,1358
23071,12.99,10.46,99.84,2.12,492,1327,1358
23166,13.13,11.05,99.84,2.13,498,1327,1358
23261,13.11,9.64,99.84,2.14,504,1327,1358
23356,13.27,8.93,99.83,2.15,506,1327,1358
23451,13.01,10.11,99.83,2.16,508,1323,1354
23546,13.49,9.28,99.83,2.17,507,1323,1354
23641,13.13,9.99,99.83,2.18,502,1323,1354
23736,12.86,10.69,99.83,2.19,499,1326,1357
23831,12.98,11.05,99.83,2.21,494,1327,1358
23926,12.99,11.63,99.83,2.22,492,1327,1358
24021,12.79,11.63,99.83,2.23,494,1328,1359
24116,12.65,13.16,99.83,2.25,492,1331,1362
24211,13.42,10.11,99.83,2.26,493,1333,1364
24306,12.98,11.16,99.83,2.27,492,1333,1364
24401,12.82,13.04,99.82,2.29,491,1335,1366
24496,13.01,11.05,99.82,2.3,495,1336,1367
24591,12.98,11.87,99.82,2.31,491,1339,1370
24685,12.96,11.52,99.82,2.32,491,1341,1372
24781,12.98,11.87,99.82,2.34,493,1347,1378
24875,12.92,12.69,99.82,2.35,497,1347,1378
24971,12.86,11.28,99.82,2.36,505,1347,1378
25065,13.32,11.99,99.82,2.38,522,1340,1371
25160,12.96,11.75,99.82,2.39,537,1325,1356
25255,13.04,11.16,99.82,2.4,556,1324,1355
25350,12.77,11.28,99.81,2.41,572,1336,1367
25445,12.89,13.04,99.81,2.43,579,1340,1371
25540,12.86,10.69,99.81,2.44,580,1343,1374
25635,12.91,11.05,99.81,2.45,586,1343,1374
25730,13.01,11.28,99.81,2.47,593,1345,1376
25825,13.01,11.05,99.81,2.48,600,1333,1364
25920,13.18,9.4,99.81,2.49,611,1312,1343
26015,13.18,8.58,99.81,2.5,617,1304,1334
26110,13.11,9.87,99.81,2.51,613,1328,1359
26205,13.01,10.58,99.81,2.52,597,1334,1365
26300,13.37,12.69,99.81,2.53,579,1339,1370
26394,12.99,10.81,99.8,2.55,567,1351,1383
26489,12.75,12.81,99.8,2.56,560,1355,1387
26584,12.72,14.34,99.8,2.58,565,1347,1378
26679,13.22,11.16,99.8,2.59,573,1327,1358
26774,13.25,8.46,99.8,2.6,589,1327,1358
26869,12.74,11.28,99.8,2.61,596,1312,1343
26964,12.79,9.64,99.8,2.62,602,1301,1331
27059,13.28,7.05,99.8,2.63,599,1316,1347
27154,12.94,11.52,99.8,2.64,586,1329,1360
27249,12.94,11.16,99.8,2.66,566,1335,1366
27344,12.68,12.57,99.79,2.67,549,1336,1367
27439,13.37,10.58,99.79,2.68,535,1336,1367
27534,13.49,9.17,99.79,2.69,528,1336,1367
27629,13.06,11.63,99.79,2.7,528,1336,1367
27724,13.03,12.81,99.79,2.72,526,1335,1366
27819,12.87,12.34,99.79,2.73,529,1335,1366
27914,12.92,9.99,99.79,2.74,538,1331,1362
28009,12.86,11.4,99.79,2.76,544,1327,1358
28104,13.47,9.64,99.79,2.77,553,1327,1358
28199,13.1,10.11,99.79,2.78,558,1329,1360
28293,13.03,9.52,99.79,2.79,558,1330,1361
28388,12.89,10.11,99.78,2.8,555,1330,1361
28483,12.96,11.4,99.78,2.81,558,1330,1361
28578,13.06,12.22,99.78,2.83,555,1330,1361
28673,12.67,11.05,99.78,2.84,558,1330,1361
28768,12.67,11.52,99.78,2.85,558,1330,1361
28863,13.34,8.81,99.78,2.86,561,1330,1361
28958,12.79,11.16,99.78,2.87,558,1331,1362
29053,12.99,12.34,99.78,2.89,560,1331,1362
29148,13.06,12.57,99.78,2.9,560,1331,1362
29243,12.92,11.75,99.78,2.91,560,1327,1358
29338,12.77,10.81,99.77,2.93,559,1329,1360
29433,12.98,10.93,99.77,2.94,558,1331,1362
29528,13.23,8.11,99.77,2.95,560,1335,1366
29623,13.06,12.69,99.77,2.96,556,1339,1370
29718,12.87,10.58,99.77,2.97,559,1340,1371
29813,13.13,12.1,99.77,2.99,560,1339,1370
29908,13.11,11.4,99.77,3,564,1339,1370
30003,12.91,13.63,99.77,3.01,573,1313,1344
30098,13.27,8.34,99.77,3.02,581,1327,1358
30193,13.08,10.58,99.77,3.04,584,1333,1364
30288,12.91,11.28,99.77,3.05,581,1339,1370
30448,13.32,11.63,99.76,3.06,579,1341,1372
30478,13.03,11.05,99.76,3.07,579,1343,1374
30573,12.94,11.87,99.76,3.09,582,1343,1374
30667,13.1,10.93,99.76,3.1,586,1341,1372
30762,12.77,12.1,99.76,3.11,595,1336,1367
30857,13.08,9.87,99.76,3.12,602,1331,1362
30952,13.11,11.16,99.76,3.13,606,1324,1355
31047,13.28,9.52,99.76,3.15,608,1323,1354
31142,13.44,8.93,99.76,3.16,605,1324,1355
31237,13.08,9.52,99.76,3.17,598,1324,1355
31332,13.03,9.99,99.76,3.18,591,1324,1355
31427,13.3,7.17,99.75,3.19,582,1331,1362
31522,12.92,10.69,99.75,3.2,572,1341,1372
31616,13.08,13.75,99.75,3.21,568,1343,1374
31712,13.27,10.93,99.75,3.22,569,1343,1374
31807,13.15,11.4,99.75,3.24,575,1344,1375
31901,12.86,11.63,99.75,3.25,585,1343,1374
31997,12.92,11.28,99.75,3.26,599,1302,1332
32091,13.34,6.93,99.75,3.27,616,1288,1318
32187,13.51,5.88,99.75,3.28,617,1289,1319
32281,13.25,7.29,99.75,3.28,605,1302,1332
32376,12.82,9.52,99.75,3.3,571,1309,1340
32471,13.06,10.93,99.75,3.31,534,1323,1354
32566,12.86,9.52,99.74,3.32,494,1327,1358
32661,13.2,9.87,99.74,3.33,496,1331,1362
32756,13.27,9.4,99.74,3.34,508,1330,1361
32851,13.13,10.93,99.74,3.35,513,1327,1358
32946,12.67,10.22,99.74,3.36,519,1317,1348
33041,13.06,10.58,99.74,3.37,524,1316,1347
33136,12.7,10.22,99.74,3.39,518,1323,1354
33231,12.51,12.46,99.74,3.4,515,1323,1354
33325,13.03,10.69,99.74,3.41,508,1328,1359
33421,13.08,11.28,99.74,3.42,499,1329,1360
33516,13.39,9.87,99.74,3.44,494,1329,1360
33610,13.46,8.23,99.74,3.44,493,1329,1360
33706,13.34,9.4,99.73,3.45,493,1329,1360
33800,13.22,10.58,99.73,3.47,493,1329,1360
33896,13.25,10.34,99.73,3.48,495,1329,1360
33990,12.87,10.11,99.73,3.49,494,1329,1360
34085,13.27,7.52,99.73,3.5,497,1330,1361
34180,13.35,10.81,99.73,3.51,494,1331,1362
34275,12.86,11.75,99.73,3.52,496,1331,1362
34370,13.16,11.75,99.73,3.54,490,1331,1362
34465,13.06,10.69,99.73,3.55,493,1334,1365
34560,13.16,11.28,99.73,3.56,496,1335,1366
34655,13.13,10.22,99.73,3.57,493,1339,1370
34750,13.11,13.04,99.72,3.59,493,1341,1372
34845,12.98,12.22,99.72,3.6,494,1343,1374
34940,12.98,11.4,99.72,3.61,496,1343,1374
35035,12.8,13.4,99.72,3.63,504,1343,1374
35130,12.77,12.1,99.72,3.64,511,1343,1374
35225,12.86,12.22,99.72,3.65,525,1343,1374
35320,12.75,12.22,99.72,3.67,538,1340,1371
